IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,PackageName,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
17,10.215.173.1,21375,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,cdn2.inner-active.mobi,68,130,1,1,2026-06-26T21:33:07.068+02:00,2026-06-26T21:33:07.088+02:00
17,10.215.173.1,58656,10.215.173.2,53,10247,Services Google Play,com.google.android.gms,DNS,Closed,safebrowsing.googleapis.com,73,89,1,1,2026-06-26T21:33:07.081+02:00,2026-06-26T21:33:07.089+02:00
6,10.215.173.1,38030,151.101.123.52,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,cdn2.inner-active.mobi,1826,9208,13,13,2026-06-26T21:33:07.094+02:00,2026-06-26T21:33:08.213+02:00
17,10.215.173.1,57564,74.125.71.95,443,10247,Services Google Play,com.google.android.gms,QUIC,Closed,safebrowsing.googleapis.com,7666,10080,13,15,2026-06-26T21:33:07.102+02:00,2026-06-26T21:33:07.222+02:00
6,10.215.173.1,38042,151.101.123.52,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Error,cdn2.inner-active.mobi,1329,5354,9,8,2026-06-26T21:33:07.107+02:00,2026-06-26T21:33:07.932+02:00
17,10.215.173.1,3925,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,www.facebook.com,62,107,1,1,2026-06-26T21:33:07.160+02:00,2026-06-26T21:33:07.179+02:00
6,10.215.173.1,34492,157.240.202.35,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Error,www.facebook.com,4185,9692,9,9,2026-06-26T21:33:07.183+02:00,2026-06-26T21:33:08.221+02:00
17,10.215.173.1,27294,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,analytics-tcp.mintegral.net,73,89,1,1,2026-06-26T21:33:07.377+02:00,2026-06-26T21:33:07.425+02:00
17,10.215.173.1,44839,142.251.39.194,443,10345,Agar.io,com.miniclip.agar.io,QUIC,Closed,googleads.g.doubleclick.net,10684,222407,75,185,2026-06-26T21:33:07.423+02:00,2026-06-26T21:33:25.426+02:00
6,10.215.173.1,38548,35.204.204.39,9377,10345,Agar.io,com.miniclip.agar.io,TCP,Closed,analytics-tcp.mintegral.net,1789,257,6,6,2026-06-26T21:33:07.436+02:00,2026-06-26T21:33:08.564+02:00
17,10.215.173.1,27065,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,sdkapi.dsp-api.moloco.com,71,87,1,1,2026-06-26T21:33:07.468+02:00,2026-06-26T21:33:07.489+02:00
17,10.215.173.1,30928,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,i-sdk.mediation.unity3d.com,73,137,1,1,2026-06-26T21:33:07.486+02:00,2026-06-26T21:33:07.506+02:00
6,10.215.173.1,49774,34.54.122.72,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Error,sdkapi.dsp-api.moloco.com,1670,8519,9,8,2026-06-26T21:33:07.492+02:00,2026-06-26T21:33:08.243+02:00
6,10.215.173.1,44114,13.226.144.68,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,i-sdk.mediation.unity3d.com,2663,13441,10,10,2026-06-26T21:33:07.536+02:00,2026-06-26T21:33:08.294+02:00
17,10.215.173.1,18332,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,api.bidmachine.io,63,95,1,1,2026-06-26T21:33:07.550+02:00,2026-06-26T21:33:07.571+02:00
6,10.215.173.1,53378,104.18.3.182,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Error,api.bidmachine.io,2532,5887,9,8,2026-06-26T21:33:07.581+02:00,2026-06-26T21:33:08.335+02:00
17,10.215.173.1,60818,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,configure.rayjump.com,67,184,1,1,2026-06-26T21:33:07.778+02:00,2026-06-26T21:33:07.809+02:00
17,10.215.173.1,27311,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,config.ads.vungle.com,67,195,1,1,2026-06-26T21:33:07.842+02:00,2026-06-26T21:33:07.867+02:00
6,10.215.173.1,58648,44.220.217.149,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,config.ads.vungle.com,3304,7330,11,13,2026-06-26T21:33:07.875+02:00,2026-06-26T21:33:09.238+02:00
6,10.215.173.1,57598,18.245.86.97,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,configure.rayjump.com,1933,8890,12,13,2026-06-26T21:33:07.915+02:00,2026-06-26T21:33:08.127+02:00
17,10.215.173.1,54839,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,o-sdk.mediation.unity3d.com,73,137,1,1,2026-06-26T21:33:07.967+02:00,2026-06-26T21:33:07.986+02:00
6,10.215.173.1,43568,18.245.253.31,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,o-sdk.mediation.unity3d.com,2864,5762,10,10,2026-06-26T21:33:07.990+02:00,2026-06-26T21:33:08.431+02:00
6,10.215.173.1,43570,18.245.253.31,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,o-sdk.mediation.unity3d.com,2656,5762,10,10,2026-06-26T21:33:07.991+02:00,2026-06-26T21:33:08.904+02:00
17,10.215.173.1,54103,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,cdn.iads.unity3d.com,66,82,1,1,2026-06-26T21:33:08.044+02:00,2026-06-26T21:33:08.070+02:00
17,10.215.173.1,12051,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,sdkopmetrics-us.dsp-api.moloco.com,80,96,1,1,2026-06-26T21:33:08.056+02:00,2026-06-26T21:33:08.078+02:00
17,10.215.173.1,40601,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,gateway.unityads.unity3d.com,74,136,1,1,2026-06-26T21:33:08.060+02:00,2026-06-26T21:33:08.078+02:00
6,10.215.173.1,43584,18.245.253.31,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,o-sdk.mediation.unity3d.com,2670,1144,10,10,2026-06-26T21:33:08.063+02:00,2026-06-26T21:33:08.939+02:00
6,10.215.173.1,46324,52.84.63.80,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,cdn.iads.unity3d.com,1265,17228,10,12,2026-06-26T21:33:08.076+02:00,2026-06-26T21:33:08.801+02:00
6,10.215.173.1,60984,34.110.173.122,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,sdkopmetrics-us.dsp-api.moloco.com,1543,8186,9,9,2026-06-26T21:33:08.093+02:00,2026-06-26T21:33:09.456+02:00
17,10.215.173.1,50588,34.149.76.49,443,10345,Agar.io,com.miniclip.agar.io,QUIC,Closed,gateway.unityads.unity3d.com,9470,16803,24,25,2026-06-26T21:33:08.104+02:00,2026-06-26T21:33:09.035+02:00
6,10.215.173.1,60598,34.149.76.49,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,gateway.unityads.unity3d.com,2134,5427,7,6,2026-06-26T21:33:08.115+02:00,2026-06-26T21:33:31.757+02:00
17,10.215.173.1,3677,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,hybird.mtgglobals.com,67,174,1,1,2026-06-26T21:33:08.121+02:00,2026-06-26T21:33:08.137+02:00
17,10.215.173.1,41315,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,cdn-adn-https.mtgglobals.com,74,181,1,1,2026-06-26T21:33:08.124+02:00,2026-06-26T21:33:08.152+02:00
6,10.215.173.1,34016,13.33.153.20,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Error,hybird.mtgglobals.com,1332,10215,10,11,2026-06-26T21:33:08.144+02:00,2026-06-26T21:33:08.291+02:00
6,10.215.173.1,60664,99.84.152.108,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,cdn-adn-https.mtgglobals.com,1717,46362,19,23,2026-06-26T21:33:08.171+02:00,2026-06-26T21:33:08.404+02:00
17,10.215.173.1,6360,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,0hcxwv-cdn-settings.appsflyersdk.com,82,146,1,1,2026-06-26T21:33:08.228+02:00,2026-06-26T21:33:08.274+02:00
6,10.215.173.1,50568,13.224.204.40,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Error,0hcxwv-cdn-settings.appsflyersdk.com,1396,5982,11,10,2026-06-26T21:33:08.286+02:00,2026-06-26T21:33:09.444+02:00
17,10.215.173.1,64127,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,cdn-lb.vungle.com,63,201,1,1,2026-06-26T21:33:08.360+02:00,2026-06-26T21:33:08.381+02:00
6,10.215.173.1,58920,2.21.244.154,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,cdn-lb.vungle.com,1331,32346,12,18,2026-06-26T21:33:08.390+02:00,2026-06-26T21:33:31.759+02:00
6,10.215.173.1,54600,63.184.135.179,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,cm.sereng.miniclippt.com,3052,5005,10,7,2026-06-26T21:33:08.465+02:00,2026-06-26T21:33:31.757+02:00
17,10.215.173.1,45964,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,0hcxwv-attr.appsflyersdk.com,74,138,1,1,2026-06-26T21:33:08.551+02:00,2026-06-26T21:33:08.591+02:00
6,10.215.173.1,50702,143.204.108.114,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Error,0hcxwv-attr.appsflyersdk.com,4996,5770,10,9,2026-06-26T21:33:08.599+02:00,2026-06-26T21:33:09.458+02:00
17,10.215.173.1,57666,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,0hcxwv-launches.appsflyersdk.com,78,142,1,1,2026-06-26T21:33:08.703+02:00,2026-06-26T21:33:08.747+02:00
6,10.215.173.1,46334,52.84.63.80,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,cdn.iads.unity3d.com,2840,7501,9,7,2026-06-26T21:33:08.709+02:00,2026-06-26T21:33:31.757+02:00
17,10.215.173.1,41453,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,code.jquery.com,61,125,1,1,2026-06-26T21:33:08.714+02:00,2026-06-26T21:33:08.747+02:00
6,10.215.173.1,50226,52.222.153.130,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Error,0hcxwv-launches.appsflyersdk.com,4456,5770,9,9,2026-06-26T21:33:08.763+02:00,2026-06-26T21:33:09.461+02:00
6,10.215.173.1,43704,151.101.65.155,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,code.jquery.com,2908,39254,12,13,2026-06-26T21:33:08.768+02:00,2026-06-26T21:33:31.757+02:00
6,10.215.173.1,49778,34.54.122.72,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Error,sdkapi.dsp-api.moloco.com,1574,9126,9,8,2026-06-26T21:33:08.791+02:00,2026-06-26T21:33:09.462+02:00
17,10.215.173.1,6369,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,0hcxwv-gcdsdk.appsflyersdk.com,76,140,1,1,2026-06-26T21:33:08.886+02:00,2026-06-26T21:33:08.918+02:00
17,10.215.173.1,46681,216.239.32.36,443,10247,Services Google Play,com.google.android.gms,QUIC,Closed,region1.app-measurement.com,6164,5083,13,15,2026-06-26T21:33:08.894+02:00,2026-06-26T21:33:09.058+02:00
6,10.215.173.1,44146,142.251.39.194,443,10247,Services Google Play,com.google.android.gms,HTTPS,Closed,googleads.g.doubleclick.net,3707,7750,17,16,2026-06-26T21:33:08.903+02:00,2026-06-26T21:34:10.644+02:00
6,10.215.173.1,45816,3.164.160.113,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,0hcxwv-gcdsdk.appsflyersdk.com,1493,6048,11,11,2026-06-26T21:33:08.921+02:00,2026-06-26T21:33:10.040+02:00
6,10.215.173.1,46338,52.84.63.80,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,cdn.iads.unity3d.com,3257,154312,19,28,2026-06-26T21:33:08.924+02:00,2026-06-26T21:33:31.758+02:00
17,10.215.173.1,41678,142.251.39.194,443,10247,Services Google Play,com.google.android.gms,QUIC,Closed,googleads.g.doubleclick.net,5189,9538,9,13,2026-06-26T21:33:09.081+02:00,2026-06-26T21:33:25.756+02:00
6,10.215.173.1,46344,52.84.63.80,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Error,cdn.iads.unity3d.com,1184,3849,8,8,2026-06-26T21:33:09.299+02:00,2026-06-26T21:33:09.465+02:00
6,10.215.173.1,46360,52.84.63.80,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,cdn.iads.unity3d.com,1266,9198,10,11,2026-06-26T21:33:09.301+02:00,2026-06-26T21:33:09.562+02:00
6,10.215.173.1,46376,52.84.63.80,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,cdn.iads.unity3d.com,1213,6602,9,10,2026-06-26T21:33:09.311+02:00,2026-06-26T21:33:10.732+02:00
6,10.215.173.1,46392,52.84.63.80,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Error,cdn.iads.unity3d.com,1971,264177,28,47,2026-06-26T21:33:09.316+02:00,2026-06-26T21:33:23.273+02:00
6,10.215.173.1,46398,52.84.63.80,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Error,cdn.iads.unity3d.com,1212,10487,9,8,2026-06-26T21:33:09.321+02:00,2026-06-26T21:33:09.498+02:00
6,10.215.173.1,46404,52.84.63.80,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Error,cdn.iads.unity3d.com,1762,153500,22,36,2026-06-26T21:33:09.329+02:00,2026-06-26T21:33:17.243+02:00
6,10.215.173.1,46420,52.84.63.80,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Error,cdn.iads.unity3d.com,1202,7976,8,8,2026-06-26T21:33:09.335+02:00,2026-06-26T21:33:09.472+02:00
6,10.215.173.1,43714,151.101.65.155,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Error,code.jquery.com,1238,38297,10,11,2026-06-26T21:33:09.344+02:00,2026-06-26T21:33:12.136+02:00
6,10.215.173.1,46428,52.84.63.80,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,cdn.iads.unity3d.com,1206,5936,9,10,2026-06-26T21:33:09.354+02:00,2026-06-26T21:33:11.700+02:00
17,10.215.173.1,33814,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,ae.iads.unity3d.com,65,129,1,1,2026-06-26T21:33:09.359+02:00,2026-06-26T21:33:09.390+02:00
6,10.215.173.1,55374,3.174.46.38,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,ae.iads.unity3d.com,3801,6809,10,10,2026-06-26T21:33:09.396+02:00,2026-06-26T21:33:31.757+02:00
17,10.215.173.1,21331,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,ms4.applovin.com,62,78,1,1,2026-06-26T21:33:09.573+02:00,2026-06-26T21:33:09.593+02:00
6,10.215.173.1,59040,34.102.162.219,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Error,ms4.applovin.com,29642,290457,69,66,2026-06-26T21:33:09.600+02:00,2026-06-26T21:33:24.454+02:00
6,10.215.173.1,59056,34.102.162.219,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Error,ms4.applovin.com,28136,169426,27,39,2026-06-26T21:33:09.613+02:00,2026-06-26T21:33:23.804+02:00
17,10.215.173.1,64120,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,config.inmobi.com,63,256,1,1,2026-06-26T21:33:10.327+02:00,2026-06-26T21:33:10.354+02:00
6,10.215.173.1,51824,35.212.14.162,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,config.inmobi.com,4583,10617,13,13,2026-06-26T21:33:10.371+02:00,2026-06-26T21:33:28.502+02:00
6,10.215.173.1,44150,142.251.39.194,443,10247,Services Google Play,com.google.android.gms,HTTPS,Closed,googleads.g.doubleclick.net,320290,153123,88,79,2026-06-26T21:33:12.127+02:00,2026-06-26T21:34:30.851+02:00
6,10.215.173.1,44162,142.251.39.194,443,10247,Services Google Play,com.google.android.gms,HTTPS,Closed,googleads.g.doubleclick.net,211391,35706,52,46,2026-06-26T21:33:12.589+02:00,2026-06-26T21:34:25.727+02:00
17,10.215.173.1,14441,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,logs.ads.vungle.com,65,193,1,1,2026-06-26T21:33:13.297+02:00,2026-06-26T21:33:13.331+02:00
6,10.215.173.1,44178,142.251.39.194,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,googleads.g.doubleclick.net,1915,6085,7,8,2026-06-26T21:33:13.328+02:00,2026-06-26T21:33:13.466+02:00
6,10.215.173.1,39024,98.82.241.170,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,logs.ads.vungle.com,2846,6291,10,12,2026-06-26T21:33:13.336+02:00,2026-06-26T21:33:14.669+02:00
6,10.215.173.1,44184,142.251.39.194,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,googleads.g.doubleclick.net,2014,2087,7,8,2026-06-26T21:33:13.619+02:00,2026-06-26T21:33:13.734+02:00
6,10.215.173.1,51464,142.251.39.194,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,googleads.g.doubleclick.net,2055,1766,7,8,2026-06-26T21:33:14.374+02:00,2026-06-26T21:33:14.485+02:00
6,10.215.173.1,51474,142.251.39.194,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,googleads.g.doubleclick.net,2055,1766,7,8,2026-06-26T21:33:14.504+02:00,2026-06-26T21:33:14.612+02:00
6,10.215.173.1,51480,142.251.39.194,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,googleads.g.doubleclick.net,2055,1766,7,8,2026-06-26T21:33:15.226+02:00,2026-06-26T21:33:15.341+02:00
6,10.215.173.1,51496,142.251.39.194,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,googleads.g.doubleclick.net,2055,1766,7,8,2026-06-26T21:33:15.441+02:00,2026-06-26T21:33:15.556+02:00
6,10.215.173.1,51506,142.251.39.194,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,googleads.g.doubleclick.net,2055,1766,7,8,2026-06-26T21:33:16.201+02:00,2026-06-26T21:33:16.305+02:00
6,10.215.173.1,51512,142.251.39.194,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,googleads.g.doubleclick.net,2055,1766,7,8,2026-06-26T21:33:17.079+02:00,2026-06-26T21:33:17.190+02:00
17,10.215.173.1,24046,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,prod-mediate-events.applovin.com,78,94,1,1,2026-06-26T21:33:17.090+02:00,2026-06-26T21:33:17.119+02:00
6,10.215.173.1,37218,34.102.162.219,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,prod-mediate-events.applovin.com,61500,8031,26,21,2026-06-26T21:33:17.136+02:00,2026-06-26T21:33:31.759+02:00
6,10.215.173.1,51514,142.251.39.194,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,googleads.g.doubleclick.net,2055,1766,7,8,2026-06-26T21:33:17.253+02:00,2026-06-26T21:33:17.369+02:00
17,10.215.173.1,54115,10.215.173.2,53,10247,Services Google Play,com.google.android.gms,DNS,Closed,pubads.g.doubleclick.net,70,86,1,1,2026-06-26T21:33:17.306+02:00,2026-06-26T21:33:17.324+02:00
6,10.215.173.1,52240,172.217.20.34,443,10247,Services Google Play,com.google.android.gms,HTTPS,Closed,pubads.g.doubleclick.net,481452,20608,88,59,2026-06-26T21:33:17.330+02:00,2026-06-26T21:34:30.851+02:00
17,10.215.173.1,31089,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,logs.ads.vungle.com,65,193,1,1,2026-06-26T21:33:17.774+02:00,2026-06-26T21:33:17.794+02:00
6,10.215.173.1,60652,174.129.152.223,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,logs.ads.vungle.com,4250,6634,13,14,2026-06-26T21:33:17.806+02:00,2026-06-26T21:33:19.388+02:00
6,10.215.173.1,51524,142.251.39.194,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,googleads.g.doubleclick.net,2055,1766,7,8,2026-06-26T21:33:18.156+02:00,2026-06-26T21:33:18.251+02:00
6,10.215.173.1,51528,142.251.39.194,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,googleads.g.doubleclick.net,2053,1766,7,8,2026-06-26T21:33:18.721+02:00,2026-06-26T21:33:18.831+02:00
6,10.215.173.1,51534,142.251.39.194,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,googleads.g.doubleclick.net,2055,1766,7,8,2026-06-26T21:33:19.825+02:00,2026-06-26T21:33:19.924+02:00
6,10.215.173.1,51542,142.251.39.194,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,googleads.g.doubleclick.net,2055,1766,7,8,2026-06-26T21:33:20.624+02:00,2026-06-26T21:33:20.731+02:00
6,10.215.173.1,51556,142.251.39.194,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,googleads.g.doubleclick.net,2055,1766,7,8,2026-06-26T21:33:21.198+02:00,2026-06-26T21:33:21.313+02:00
6,10.215.173.1,60658,174.129.152.223,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,logs.ads.vungle.com,3941,6473,13,16,2026-06-26T21:33:21.309+02:00,2026-06-26T21:33:22.655+02:00
6,10.215.173.1,52248,172.217.20.34,443,10247,Services Google Play,com.google.android.gms,HTTPS,Closed,pubads.g.doubleclick.net,128234,4934,27,21,2026-06-26T21:33:21.392+02:00,2026-06-26T21:34:25.727+02:00
6,10.215.173.1,42060,35.204.204.39,9377,10345,Agar.io,com.miniclip.agar.io,TCP,Closed,analytics-tcp.mintegral.net,2866,257,7,6,2026-06-26T21:33:22.371+02:00,2026-06-26T21:33:23.481+02:00
17,10.215.173.1,5400,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,graph.facebook.com,64,104,1,1,2026-06-26T21:33:23.019+02:00,2026-06-26T21:33:23.038+02:00
6,10.215.173.1,44060,185.60.219.3,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,graph.facebook.com,2003,4856,12,12,2026-06-26T21:33:23.043+02:00,2026-06-26T21:33:29.123+02:00
6,10.215.173.1,51562,142.251.39.194,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,googleads.g.doubleclick.net,2055,1766,7,8,2026-06-26T21:33:23.255+02:00,2026-06-26T21:33:23.357+02:00
6,10.215.173.1,60660,174.129.152.223,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,logs.ads.vungle.com,2845,6331,10,13,2026-06-26T21:33:23.293+02:00,2026-06-26T21:33:24.605+02:00
6,10.215.173.1,51574,142.251.39.194,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,googleads.g.doubleclick.net,2055,1766,7,8,2026-06-26T21:33:23.338+02:00,2026-06-26T21:33:23.456+02:00
6,10.215.173.1,37954,34.111.80.193,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,sts.applovin.com,3200,5652,9,9,2026-06-26T21:33:23.670+02:00,2026-06-26T21:33:31.551+02:00
6,10.215.173.1,36164,142.251.39.194,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,googleads.g.doubleclick.net,10979,51575,13,16,2026-06-26T21:33:24.171+02:00,2026-06-26T21:33:28.652+02:00
17,10.215.173.1,56518,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,pagead2.googlesyndication.com,75,91,1,1,2026-06-26T21:33:24.900+02:00,2026-06-26T21:33:24.921+02:00
17,10.215.173.1,34549,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,fonts.googleapis.com,66,82,1,1,2026-06-26T21:33:24.905+02:00,2026-06-26T21:33:24.925+02:00
17,10.215.173.1,36565,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,www.gstatic.com,61,77,1,1,2026-06-26T21:33:24.909+02:00,2026-06-26T21:33:24.928+02:00
17,10.215.173.1,55097,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,tpc.googlesyndication.com,71,87,1,1,2026-06-26T21:33:24.912+02:00,2026-06-26T21:33:24.929+02:00
17,10.215.173.1,61974,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,www.googletagservices.com,71,87,1,1,2026-06-26T21:33:24.914+02:00,2026-06-26T21:33:24.996+02:00
6,10.215.173.1,60596,142.251.142.2,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,pagead2.googlesyndication.com,2113,6925,7,7,2026-06-26T21:33:24.937+02:00,2026-06-26T21:33:25.069+02:00
6,10.215.173.1,60606,142.251.142.2,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,pagead2.googlesyndication.com,3539,40432,15,16,2026-06-26T21:33:24.943+02:00,2026-06-26T21:33:31.757+02:00
6,10.215.173.1,60614,142.251.142.2,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Error,pagead2.googlesyndication.com,2137,5857,6,5,2026-06-26T21:33:24.948+02:00,2026-06-26T21:33:25.053+02:00
6,10.215.173.1,34054,64.233.167.95,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,fonts.googleapis.com,3212,13192,13,14,2026-06-26T21:33:24.952+02:00,2026-06-26T21:33:31.756+02:00
6,10.215.173.1,36092,172.217.16.227,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,www.gstatic.com,4166,200180,28,39,2026-06-26T21:33:24.956+02:00,2026-06-26T21:33:31.757+02:00
6,10.215.173.1,36106,172.217.16.227,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,www.gstatic.com,2195,6632,7,7,2026-06-26T21:33:24.960+02:00,2026-06-26T21:33:25.107+02:00
6,10.215.173.1,36114,172.217.16.227,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,www.gstatic.com,2099,6632,7,7,2026-06-26T21:33:24.970+02:00,2026-06-26T21:33:25.108+02:00
6,10.215.173.1,36122,172.217.16.227,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,www.gstatic.com,2195,6632,7,7,2026-06-26T21:33:24.978+02:00,2026-06-26T21:33:25.108+02:00
6,10.215.173.1,35728,172.217.22.193,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,tpc.googlesyndication.com,3744,47918,18,16,2026-06-26T21:33:24.987+02:00,2026-06-26T21:33:31.758+02:00
6,10.215.173.1,35738,172.217.22.193,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,tpc.googlesyndication.com,2181,6691,8,8,2026-06-26T21:33:24.990+02:00,2026-06-26T21:33:25.108+02:00
6,10.215.173.1,59246,172.217.22.98,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,www.googletagservices.com,3394,100840,21,23,2026-06-26T21:33:25.020+02:00,2026-06-26T21:33:31.757+02:00
6,10.215.173.1,48180,142.251.209.131,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,fonts.gstatic.com,3235,24124,15,12,2026-06-26T21:33:25.142+02:00,2026-06-26T21:33:31.757+02:00
